datetime,pressure,temp,pressure_atmo,temp_atmo,wl_corr,wl_final
2022-09-19T08:00:00+00:00,652.3328557662403,1.33,651.9147721189194,3.367,0.41808364732094105,0.41808364732094105
2022-09-19T09:00:00+00:00,652.7203479271719,0.343,652.4450245496678,2.837,0.2753233775041508,0.2753233775041508
2022-09-19T10:00:00+00:00,652.4348273875381,0.784,651.9861522538279,2.837,0.44867513371025325,0.44867513371025325
2022-09-19T11:00:00+00:00,652.3328557662403,0.784,651.9147721189194,3.049,0.41808364732094105,0.41808364732094105
2022-09-19T12:00:00+00:00,652.3940387390189,0.453,651.9861522538279,3.155,0.40788648519105664,0.40788648519105664
2022-09-19T13:00:00+00:00,652.5266018467061,0.232,652.2920671177212,3.261,0.2345347289848405,0.2345347289848405
2022-09-19T14:00:00+00:00,653.4953322490351,0.01,653.2404031957907,2.837,0.254929053244382,0.254929053244382
2022-09-19T15:00:00+00:00,653.9032187342264,0.01,653.6176981945924,2.73,0.28552053963392154,0.28552053963392154
2022-09-19T16:00:00+00:00,653.6075010324627,-0.102,653.3525719792183,2.517,0.254929053244382,0.254929053244382
2022-09-19T17:00:00+00:00,654.1275563010814,-0.102,653.2709946821799,2.088,0.8565616189015373,0.8565616189015373
2022-09-19T18:00:00+00:00,652.7713337378208,0.01,652.8019252242101,1.764,-0.030591486389312195,-0.030591486389312195
2022-09-19T19:00:00+00:00,651.9657579295682,-0.102,652.628573468004,1.221,-0.6628155384357797,-0.6628155384357797
2022-09-19T20:00:00+00:00,652.5877848194848,-0.102,652.0881238751256,1.112,0.4996609443592206,0.4996609443592206
2022-09-19T21:00:00+00:00,652.4960103603167,-0.213,651.9861522538279,0.674,0.5098581064888776,0.5098581064888776
2022-09-19T22:00:00+00:00,652.3940387390189,-0.213,651.6700402278046,0.563,0.7239985112142904,0.7239985112142904
2022-09-19T23:00:00+00:00,652.2920671177212,-0.213,651.6496459035451,0.232,0.6424212141761245,0.6424212141761245
2022-09-20T00:00:00+00:00,652.0881238751256,-0.213,651.5986600928961,0.01,0.48946378222944986,0.48946378222944986
2022-09-20T01:00:00+00:00,652.2920671177212,-0.213,651.5986600928961,-0.437,0.6934070248250919,0.6934070248250919
2022-09-20T02:00:00+00:00,652.4960103603167,-0.213,651.7312232005833,-0.549,0.764787159733487,0.764787159733487
2022-09-20T03:00:00+00:00,652.5877848194848,-0.102,652.0473352266065,-0.437,0.5404495928783035,0.5404495928783035
2022-09-20T04:00:00+00:00,652.7713337378208,0.01,652.159504010034,-0.437,0.6118297277868123,0.6118297277868123
2022-09-20T05:00:00+00:00,652.669362116523,0.01,651.9963494159575,-0.213,0.6730127005654367,0.6730127005654367
2022-09-20T06:00:00+00:00,652.4144330632785,0.343,651.7312232005833,0.343,0.6832098626952074,0.6832098626952074
2022-09-20T07:00:00+00:00,652.067729550866,1.112,651.5068856337282,1.872,0.560843917137845,0.560843917137845
2022-09-20T08:00:00+00:00,652.1289125236447,2.303,651.3437310396517,3.367,0.7851814839929148,0.7851814839929148
2022-09-20T09:00:00+00:00,651.608857255026,2.303,651.1805764455753,3.788,0.4282808094507118,0.4282808094507118
2022-09-20T10:00:00+00:00,651.3845196881708,1.439,650.9664360408499,3.155,0.41808364732094105,0.41808364732094105
2022-09-20T11:00:00+00:00,651.5782657686367,1.003,651.0786048242774,2.837,0.4996609443593343,0.4996609443593343
2022-09-20T12:00:00+00:00,651.6292515792856,0.674,651.2621537426135,2.943,0.3670978366720874,0.3670978366720874
2022-09-20T13:00:00+00:00,651.7312232005833,0.121,651.4151111745601,2.837,0.31611202602312005,0.31611202602312005
2022-09-20T14:00:00+00:00,652.4960103603167,-0.213,652.4756160360572,2.41,0.020394324259541463,0.020394324259541463
2022-09-20T15:00:00+00:00,652.4144330632785,-0.325,652.3940387390189,2.303,0.020394324259541463,0.020394324259541463
2022-09-20T16:00:00+00:00,652.628573468004,-0.437,652.8223195484696,2.41,-0.1937460804656439,-0.1937460804656439
2022-09-20T17:00:00+00:00,652.628573468004,-0.437,652.4348273875381,2.195,0.19374608046587127,0.19374608046587127
2022-09-20T18:00:00+00:00,652.6183763058741,-0.325,652.3532500904998,2.088,0.2651262153742664,0.2651262153742664
2022-09-20T19:00:00+00:00,652.5266018467061,-0.437,652.3124614419808,1.872,0.21414040472529905,0.21414040472529905
2022-09-20T20:00:00+00:00,652.2410813070722,-0.549,652.0371380644767,1.656,0.20394324259552832,0.20394324259552832
2022-09-20T21:00:00+00:00,652.2206869828127,-0.437,652.2206869828127,1.439,0.0,0.0
2022-09-20T22:00:00+00:00,652.2716727934617,-0.102,651.792406173362,1.33,0.47926662009967913,0.47926662009967913
2022-09-20T23:00:00+00:00,652.9752769804163,0.01,651.7108288763237,1.221,1.264448104092594,1.264448104092594
2022-09-21T00:00:00+00:00,654.2091335981197,0.01,651.6904345520642,0.893,2.5186990460555307,2.5186990460555307
2022-09-21T01:00:00+00:00,654.6272172454406,0.01,651.608857255026,0.784,3.0183599904146377,3.0183599904146377
2022-09-21T02:00:00+00:00,654.6272172454406,0.01,651.6700402278046,0.563,2.9571770176360133,2.9571770176360133
2022-09-21T03:00:00+00:00,653.3933606277373,0.01,651.557871444377,0.563,1.8354891833602096,1.8354891833602096
2022-09-21T04:00:00+00:00,652.159504010034,0.01,651.7618146869726,0.674,0.3976893230613996,0.3976893230613996
2022-09-21T05:00:00+00:00,652.0575323887363,0.01,651.608857255026,0.784,0.44867513371025325,0.44867513371025325
2022-09-21T06:00:00+00:00,651.8433919840109,0.01,651.4864913094686,2.303,0.356900674542203,0.356900674542203
2022-09-21T07:00:00+00:00,651.6190544171558,0.121,651.7312232005833,4.727,-0.11216878342747805,-0.11216878342747805
2022-09-21T08:00:00+00:00,651.2621537426135,0.453,651.3437310396517,5.655,-0.08157729703827954,-0.08157729703827954
2022-09-21T09:00:00+00:00,651.5068856337282,0.784,651.2723509047432,5.552,0.2345347289849542,0.2345347289849542
2022-09-21T10:00:00+00:00,651.5272799579877,1.221,651.1295906349263,5.347,0.3976893230613996,0.3976893230613996
2022-09-21T11:00:00+00:00,652.0371380644767,1.764,651.6496459035451,4.934,0.38749216093162886,0.38749216093162886
2022-09-21T12:00:00+00:00,651.9249692810491,1.33,651.5680686065068,3.683,0.35690067454231666,0.35690067454231666
2022-09-21T13:00:00+00:00,652.0473352266065,0.674,651.7618146869726,3.155,0.28552053963392154,0.28552053963392154
2022-09-21T14:00:00+00:00,652.4144330632785,0.343,652.067729550866,2.943,0.34670351241243225,0.34670351241243225
2022-09-21T15:00:00+00:00,652.7407422514315,0.232,652.2920671177212,2.943,0.44867513371025325,0.44867513371025325
2022-09-21T16:00:00+00:00,652.8733053591186,0.01,652.5979819816146,3.049,0.2753233775040371,0.2753233775040371
2022-09-21T17:00:00+00:00,652.6999536029123,-0.213,652.5164046845763,2.943,0.18354891833598685,0.18354891833598685
2022-09-21T18:00:00+00:00,652.6999536029123,-0.213,652.3940387390189,2.303,0.3059148638933493,0.3059148638933493
2022-09-21T19:00:00+00:00,652.485813198187,-0.102,652.0575323887363,2.303,0.4282808094507118,0.4282808094507118
2022-09-21T20:00:00+00:00,652.2716727934617,-0.102,651.9453636053087,2.303,0.32630918815300447,0.32630918815300447
2022-09-21T21:00:00+00:00,651.9861522538279,-0.213,651.5680686065068,1.33,0.41808364732105474,0.41808364732105474
2022-09-21T22:00:00+00:00,651.6802373899344,-0.213,651.2723509047432,1.548,0.4078864851911703,0.4078864851911703
2022-09-21T23:00:00+00:00,651.6598430656749,-0.102,651.2213650940944,0.121,0.4384779715804825,0.4384779715804825
2022-09-22T00:00:00+00:00,651.4558998230793,-0.102,650.9664360408499,-0.662,0.48946378222944986,0.48946378222944986
2022-09-22T01:00:00+00:00,651.6598430656749,-0.102,650.9358445544606,-1.001,0.7239985112142904,0.7239985112142904
2022-09-22T02:00:00+00:00,651.7618146869726,-0.102,650.9562388787201,-1.114,0.8055758082524562,0.8055758082524562
2022-09-22T03:00:00+00:00,651.6598430656749,-0.102,650.8746615816818,-0.774,0.7851814839930285,0.7851814839930285
2022-09-22T04:00:00+00:00,651.8433919840109,0.01,651.1397877970561,-0.437,0.7036041869547489,0.7036041869547489
2022-09-22T05:00:00+00:00,651.9147721189194,0.232,651.190773607705,0.232,0.7239985112144041,0.7239985112144041
2022-09-22T06:00:00+00:00,651.6700402278046,0.453,650.9868303651094,0.563,0.6832098626952074,0.6832098626952074
2022-09-22T07:00:00+00:00,651.5884629307664,0.343,650.9358445544606,0.343,0.6526183763057816,0.6526183763057816
2022-09-22T08:00:00+00:00,651.6802373899344,1.003,650.9868303651094,0.563,0.6934070248249782,0.6934070248249782
2022-09-22T09:00:00+00:00,651.5680686065068,0.453,651.190773607705,0.674,0.37729499880185813,0.37729499880185813
2022-09-22T10:00:00+00:00,651.5272799579877,1.221,651.2213650940944,1.33,0.3059148638933493,0.3059148638933493
2022-09-22T11:00:00+00:00,651.9249692810491,1.33,651.3131395532623,1.764,0.6118297277868123,0.6118297277868123
2022-09-22T12:00:00+00:00,652.067729550866,1.112,651.5068856337282,1.872,0.560843917137845,0.560843917137845
2022-09-22T13:00:00+00:00,652.2716727934617,0.563,651.8229976597513,1.98,0.44867513371036694,0.44867513371036694
2022-09-22T14:00:00+00:00,652.5673904952251,0.01,652.2308841449425,1.764,0.3365063502826615,0.3365063502826615
2022-09-22T15:00:00+00:00,652.7917280620803,-0.102,652.3736444147594,1.656,0.41808364732094105,0.41808364732094105
2022-09-22T16:00:00+00:00,652.8223195484696,-0.325,652.4246302254084,1.872,0.3976893230612859,0.3976893230612859
2022-09-22T17:00:00+00:00,652.7203479271719,-0.325,652.2308841449425,1.764,0.48946378222944986,0.48946378222944986
2022-09-22T18:00:00+00:00,652.3226586041105,-0.437,652.0983210372553,1.439,0.22433756685518347,0.22433756685518347
2022-09-22T19:00:00+00:00,652.0371380644767,-0.549,651.4864913094686,1.221,0.5506467550080743,0.5506467550080743
2022-09-22T20:00:00+00:00,651.7414203627131,-0.662,651.4049140124304,1.112,0.3365063502827752,0.3365063502827752
2022-09-22T21:00:00+00:00,651.4355054988197,-0.662,651.2417594183539,0.893,0.1937460804657576,0.1937460804657576
2022-09-22T22:00:00+00:00,651.2213650940944,-0.662,650.7013098254756,0.784,0.5200552686187621,0.5200552686187621
2022-09-22T23:00:00+00:00,651.007224689369,-0.549,650.7930842846436,0.453,0.21414040472541274,0.21414040472541274
2022-09-23T00:00:00+00:00,650.9154502302009,-0.662,650.5993382041778,0.343,0.31611202602312005,0.31611202602312005
2022-09-23T01:00:00+00:00,650.7420984739947,-0.887,650.5381552313992,0.121,0.20394324259552832,0.20394324259552832
2022-09-23T02:00:00+00:00,650.9460417165903,-0.887,650.5993382041778,-0.102,0.34670351241254593,0.34670351241254593
2022-09-23T03:00:00+00:00,650.8440700952925,-0.887,650.5993382041778,-0.102,0.24473189111472493,0.24473189111472493
2022-09-23T04:00:00+00:00,651.0582105000179,-0.213,650.5993382041778,-0.102,0.45887229584013767,0.45887229584013767
2022-09-23T05:00:00+00:00,651.2009707698347,0.784,650.4871694207502,0.343,0.7138013490845196,0.7138013490845196
2022-09-23T06:00:00+00:00,651.007224689369,1.764,650.3546063130631,0.784,0.6526183763058953,0.6526183763058953
2022-09-23T07:00:00+00:00,650.8134786089032,3.049,650.079282935559,1.33,0.7341956733441748,0.7341956733441748
2022-09-23T08:00:00+00:00,650.9562388787201,4.415,649.9467198278719,1.764,1.009519050848212,1.009519050848212
2022-09-23T09:00:00+00:00,651.2519565804837,6.674,650.1200715840782,3.261,1.1318849964054607,1.1318849964054607
2022-09-23T10:00:00+00:00,651.2927452290028,5.655,650.313817664544,3.049,0.978927564458786,0.978927564458786
